Year,Team,Rank,Position,Players,Cap Dollars,% of Cap
2016,Arizona Cardinals,23,Offensive Line,12,"$19,181,164 ",12.31%
2016,Arizona Cardinals,3,Defensive End,5,"$18,712,909 ",12.01%
2016,Arizona Cardinals,18,Cornerback,8,"$16,098,431 ",10.33%
2016,Arizona Cardinals,13,Safety,6,"$11,263,479 ",7.23%
2016,Arizona Cardinals,17,Outside Linebacker,4,"$11,239,027 ",7.21%
2016,Arizona Cardinals,8,Guard,4,"$9,060,350 ",5.81%
2016,Arizona Cardinals,25,Tackle,6,"$8,709,194 ",5.59%
2016,Arizona Cardinals,10,Inside Linebacker,8,"$8,029,016 ",5.15%
2016,Arizona Cardinals,13,Left Tackle,3,"$7,396,068 ",4.75%
2016,Arizona Cardinals,5,Strong Safety,3,"$6,842,000 ",4.39%
2016,Arizona Cardinals,15,Tight End,5,"$5,880,711 ",3.77%
2016,Arizona Cardinals,23,Defensive Tackle,4,"$4,897,457 ",3.14%
2016,Arizona Cardinals,16,Free Safety,2,"$4,368,539 ",2.80%
2016,Arizona Cardinals,23,Running Back,4,"$3,357,497 ",2.15%
2016,Arizona Cardinals,23,Center,2,"$1,411,620 ",0.91%
2016,Arizona Cardinals,32,Special Teams,3,"$1,235,792 ",0.79%
2016,Arizona Cardinals,25,Right Tackle,2,"$1,233,716 ",0.79%
2016,Arizona Cardinals,20,Kicker,1,"$600,500 ",0.39%
2016,Arizona Cardinals,28,Long Snapper,1,"$555,882 ",0.36%
2016,Arizona Cardinals,32,Punter,1,"$79,410 ",0.05%
2016,Atlanta Falcons,6,Offense,26,"$75,768,086 ",49.26%
2016,Atlanta Falcons,30,Defense,32,"$44,637,503 ",29.02%
2016,Atlanta Falcons,2,Quarterback,2,"$25,500,000 ",16.58%
2016,Atlanta Falcons,4,Wide Receiver,8,"$21,875,327 ",14.22%
2016,Atlanta Falcons,20,Offensive Line,8,"$20,866,868 ",13.57%
2016,Atlanta Falcons,14,Defensive Line,8,"$19,938,731 ",12.96%
2016,Atlanta Falcons,7,Defensive End,4,"$14,894,370 ",9.68%
2016,Atlanta Falcons,27,Linebacker,11,"$13,059,375 ",8.49%
2016,Atlanta Falcons,31,Secondary,13,"$11,639,397 ",7.57%
2016,Atlanta Falcons,9,Guard,4,"$9,058,095 ",5.89%
2016,Atlanta Falcons,28,Tackle,3,"$7,758,773 ",5.04%
2016,Atlanta Falcons,27,Outside Linebacker,6,"$7,474,382 ",4.86%
2016,Atlanta Falcons,5,Special Teams,3,"$6,743,333 ",4.38%
2016,Atlanta Falcons,24,Safety,8,"$5,981,226 ",3.89%
2016,Atlanta Falcons,29,Cornerback,5,"$5,658,171 ",3.68%
2016,Atlanta Falcons,17,Inside Linebacker,5,"$5,584,993 ",3.63%
2016,Atlanta Falcons,20,Tight End,5,"$5,477,651 ",3.56%
2016,Atlanta Falcons,22,Defensive Tackle,4,"$5,044,361 ",3.28%
2016,Atlanta Falcons,24,Left Tackle,1,"$4,480,773 ",2.91%
2016,Atlanta Falcons,12,Center,1,"$4,050,000 ",2.63%
2016,Atlanta Falcons,9,Kicker,1,"$3,183,333 ",2.07%
2016,Atlanta Falcons,7,Punter,1,"$2,700,000 ",1.76%
2016,Atlanta Falcons,19,Right Tackle,1,"$2,653,000 ",1.72%
2016,Atlanta Falcons,21,Strong Safety,2,"$2,207,474 ",1.44%
2016,Atlanta Falcons,32,Running Back,3,"$1,775,740 ",1.15%
2016,Atlanta Falcons,8,Fullback,1,"$897,500 ",0.58%
2016,Atlanta Falcons,19,Long Snapper,1,"$860,000 ",0.56%
2016,Atlanta Falcons,30,Free Safety,2,"$629,117 ",0.41%
2016,Baltimore Ravens,23,Offense,30,"$62,367,792 ",41.31%
2016,Baltimore Ravens,19,Defense,35,"$60,960,142 ",40.38%
2016,Baltimore Ravens,5,Secondary,16,"$32,088,432 ",21.26%
2016,Baltimore Ravens,5,Quarterback,2,"$24,050,000 ",15.93%
2016,Baltimore Ravens,4,Cornerback,10,"$22,354,305 ",14.81%
2016,Baltimore Ravens,12,Linebacker,10,"$21,197,087 ",14.04%
2016,Baltimore Ravens,26,Offensive Line,11,"$17,976,739 ",11.91%
2016,Baltimore Ravens,9,Outside Linebacker,6,"$16,648,526 ",11.03%
2016,Baltimore Ravens,20,Wide Receiver,8,"$13,534,003 ",8.97%
2016,Baltimore Ravens,17,Safety,6,"$9,734,127 ",6.45%
2016,Baltimore Ravens,9,Tight End,6,"$8,317,385 ",5.51%
2016,Baltimore Ravens,32,Defensive Line,9,"$7,674,623 ",5.08%
2016,Baltimore Ravens,3,Special Teams,3,"$7,540,000 ",4.99%
2016,Baltimore Ravens,8,Free Safety,4,"$7,275,490 ",4.82%
2016,Baltimore Ravens,29,Tackle,5,"$7,061,703 ",4.68%
2016,Baltimore Ravens,18,Guard,5,"$6,307,830 ",4.18%
2016,Baltimore Ravens,25,Defensive Tackle,5,"$4,691,289 ",3.11%
2016,Baltimore Ravens,9,Center,1,"$4,607,206 ",3.05%
2016,Baltimore Ravens,20,Inside Linebacker,4,"$4,548,561 ",3.01%
2016,Baltimore Ravens,5,Kicker,1,"$3,500,000 ",2.32%
2016,Baltimore Ravens,3,Punter,1,"$3,100,000 ",2.05%
2016,Baltimore Ravens,31,Defensive End,4,"$2,983,334 ",1.98%
2016,Baltimore Ravens,28,Running Back,5,"$2,491,082 ",1.65%
2016,Baltimore Ravens,22,Strong Safety,1,"$2,140,997 ",1.42%
2016,Baltimore Ravens,23,Right Tackle,1,"$1,707,140 ",1.13%
2016,Baltimore Ravens,13,Long Snapper,1,"$940,000 ",0.62%
2016,Baltimore Ravens,11,Fullback,1,"$750,146 ",0.50%
2016,Baltimore Ravens,32,Left Tackle,1,"$603,000 ",0.40%
2016,Buffalo Bills,14,Defense,33,"$67,706,665 ",44.44%
2016,Buffalo Bills,25,Offense,35,"$61,595,164 ",40.43%
2016,Buffalo Bills,7,Secondary,16,"$29,454,724 ",19.33%
2016,Buffalo Bills,7,Defensive Line,8,"$24,496,124 ",16.08%
2016,Buffalo Bills,2,Defensive Tackle,6,"$22,027,220 ",14.46%
2016,Buffalo Bills,22,Offensive Line,10,"$19,266,814 ",12.65%
2016,Buffalo Bills,19,Cornerback,6,"$15,079,315 ",9.90%
2016,Buffalo Bills,4,Safety,10,"$14,375,409 ",9.44%
2016,Buffalo Bills,25,Linebacker,9,"$13,755,817 ",9.03%
2016,Buffalo Bills,24,Wide Receiver,10,"$12,984,976 ",8.52%
2016,Buffalo Bills,25,Quarterback,3,"$10,292,562 ",6.76%
2016,Buffalo Bills,4,Running Back,5,"$10,285,228 ",6.75%
2016,Buffalo Bills,21,Outside Linebacker,5,"$10,050,000 ",6.60%
2016,Buffalo Bills,22,Tackle,4,"$9,477,569 ",6.22%
2016,Buffalo Bills,13,Tight End,6,"$7,932,643 ",5.21%
2016,Buffalo Bills,3,Strong Safety,4,"$7,824,411 ",5.14%
2016,Buffalo Bills,17,Left Tackle,1,"$6,200,000 ",4.07%
2016,Buffalo Bills,11,Free Safety,4,"$6,125,352 ",4.02%
2016,Buffalo Bills,8,Center,2,"$5,108,333 ",3.35%
2016,Buffalo Bills,23,Guard,4,"$4,680,912 ",3.07%
2016,Buffalo Bills,17,Special Teams,3,"$4,245,000 ",2.79%
2016,Buffalo Bills,24,Inside Linebacker,4,"$3,705,817 ",2.43%
2016,Buffalo Bills,17,Right Tackle,3,"$3,277,569 ",2.15%
2016,Buffalo Bills,12,Kicker,1,"$2,587,500 ",1.70%
2016,Buffalo Bills,32,Defensive End,2,"$2,468,904 ",1.62%
2016,Buffalo Bills,8,Long Snapper,1,"$1,057,500 ",0.69%
2016,Buffalo Bills,9,Fullback,1,"$832,941 ",0.55%
2016,Buffalo Bills,24,Punter,1,"$600,000 ",0.39%
2016,Carolina Panthers,7,Offense,30,"$75,199,577 ",54.06%
2016,Carolina Panthers,32,Defense,32,"$42,612,783 ",30.63%
2016,Carolina Panthers,12,Offensive Line,13,"$25,041,889 ",18.00%
2016,Carolina Panthers,7,Quarterback,3,"$22,310,000 ",16.04%
2016,Carolina Panthers,16,Linebacker,7,"$17,400,195 ",12.51%
2016,Carolina Panthers,20,Defensive Line,12,"$15,961,433 ",11.47%
2016,Carolina Panthers,1,Center,4,"$13,277,524 ",9.55%
2016,Carolina Panthers,2,Running Back,4,"$11,174,563 ",8.03%
2016,Carolina Panthers,10,Defensive Tackle,6,"$9,929,440 ",7.14%
2016,Carolina Panthers,21,Tackle,4,"$9,550,280 ",6.87%
2016,Carolina Panthers,23,Outside Linebacker,2,"$9,501,983 ",6.83%
2016,Carolina Panthers,32,Secondary,13,"$9,251,155 ",6.65%
2016,Carolina Panthers,12,Tight End,3,"$7,957,836 ",5.72%
2016,Carolina Panthers,11,Inside Linebacker,5,"$7,898,212 ",5.68%
2016,Carolina Panthers,2,Special Teams,4,"$7,893,290 ",5.67%
2016,Carolina Panthers,27,Wide Receiver,7,"$7,573,289 ",5.44%
2016,Carolina Panthers,27,Defensive End,6,"$6,031,993 ",4.34%
2016,Carolina Panthers,20,Left Tackle,1,"$6,000,000 ",4.31%
2016,Carolina Panthers,25,Safety,6,"$5,745,679 ",4.13%
2016,Carolina Panthers,2,Kicker,2,"$4,035,290 ",2.90%
2016,Carolina Panthers,18,Free Safety,3,"$4,030,190 ",2.90%
2016,Carolina Panthers,32,Cornerback,7,"$3,505,476 ",2.52%
2016,Carolina Panthers,18,Right Tackle,2,"$3,217,280 ",2.31%
2016,Carolina Panthers,6,Punter,1,"$2,833,000 ",2.04%
2016,Carolina Panthers,29,Guard,5,"$2,214,085 ",1.59%
2016,Carolina Panthers,5,Fullback,1,"$1,475,000 ",1.06%
2016,Carolina Panthers,24,Strong Safety,2,"$1,258,823 ",0.90%
2016,Carolina Panthers,10,Long Snapper,1,"$1,025,000 ",0.74%
2016,Chicago Bears,8,Offense,34,"$74,380,948 ",50.15%
2016,Chicago Bears,22,Defense,34,"$59,177,751 ",39.90%
2016,Chicago Bears,1,Linebacker,13,"$35,223,623 ",23.75%
2016,Chicago Bears,13,Offensive Line,11,"$24,676,298 ",16.64%
2016,Chicago Bears,3,Wide Receiver,10,"$23,276,805 ",15.69%
2016,Chicago Bears,2,Outside Linebacker,6,"$23,264,279 ",15.68%
2016,Chicago Bears,12,Quarterback,5,"$20,140,352 ",13.58%
2016,Chicago Bears,2,Guard,5,"$16,086,323 ",10.85%
2016,Chicago Bears,30,Secondary,14,"$13,281,094 ",8.95%
2016,Chicago Bears,5,Inside Linebacker,5,"$11,743,168 ",7.92%
2016,Chicago Bears,28,Defensive Line,9,"$10,889,210 ",7.34%
2016,Chicago Bears,23,Cornerback,9,"$10,426,235 ",7.03%
2016,Chicago Bears,27,Tackle,5,"$7,824,495 ",5.28%
2016,Chicago Bears,21,Defensive End,6,"$7,725,349 ",5.21%
2016,Chicago Bears,9,Right Tackle,2,"$5,937,867 ",4.00%
2016,Chicago Bears,24,Tight End,4,"$4,191,977 ",2.83%
2016,Chicago Bears,28,Defensive Tackle,3,"$3,163,861 ",2.13%
2016,Chicago Bears,30,Safety,5,"$2,854,859 ",1.92%
2016,Chicago Bears,30,Running Back,4,"$2,095,516 ",1.41%
2016,Chicago Bears,29,Left Tackle,3,"$1,886,628 ",1.27%
2016,Chicago Bears,29,Special Teams,3,"$1,751,327 ",1.18%
2016,Chicago Bears,25,Strong Safety,2,"$1,205,000 ",0.81%
2016,Chicago Bears,30,Center,1,"$765,480 ",0.52%
2016,Chicago Bears,23,Punter,1,"$626,327 ",0.42%
2016,Chicago Bears,21,Kicker,1,"$600,000 ",0.40%
2016,Chicago Bears,31,Free Safety,1,"$583,070 ",0.39%
2016,Chicago Bears,29,Long Snapper,1,"$525,000 ",0.35%
2016,Cincinnati Bengals,3,Defense,31,"$77,021,135 ",49.25%
2016,Cincinnati Bengals,10,Offense,29,"$71,302,357 ",45.59%
2016,Cincinnati Bengals,6,Secondary,11,"$31,008,382 ",19.83%
2016,Cincinnati Bengals,5,Defensive Line,12,"$30,774,508 ",19.68%
2016,Cincinnati Bengals,9,Offensive Line,10,"$26,846,053 ",17.17%
2016,Cincinnati Bengals,7,Cornerback,7,"$20,723,851 ",13.25%
2016,Cincinnati Bengals,12,Wide Receiver,7,"$17,782,767 ",11.37%
2016,Cincinnati Bengals,5,Defensive Tackle,7,"$16,306,557 ",10.43%
2016,Cincinnati Bengals,21,Linebacker,8,"$15,238,245 ",9.74%
2016,Cincinnati Bengals,10,Defensive End,5,"$14,467,951 ",9.25%
2016,Cincinnati Bengals,20,Quarterback,3,"$14,195,413 ",9.08%
2016,Cincinnati Bengals,4,Guard,4,"$13,354,394 ",8.54%
2016,Cincinnati Bengals,12,Tackle,4,"$12,177,545 ",7.79%
2016,Cincinnati Bengals,7,Inside Linebacker,5,"$11,234,752 ",7.18%
2016,Cincinnati Bengals,3,Left Tackle,3,"$11,087,545 ",7.09%
2016,Cincinnati Bengals,15,Safety,4,"$10,284,531 ",6.58%
2016,Cincinnati Bengals,12,Running Back,5,"$7,582,247 ",4.85%
2016,Cincinnati Bengals,11,Strong Safety,2,"$5,629,658 ",3.60%
2016,Cincinnati Bengals,17,Free Safety,1,"$4,188,986 ",2.68%
2016,Cincinnati Bengals,18,Special Teams,3,"$4,104,117 ",2.62%
2016,Cincinnati Bengals,29,Outside Linebacker,3,"$4,003,493 ",2.56%
2016,Cincinnati Bengals,26,Tight End,3,"$3,917,543 ",2.50%
2016,Cincinnati Bengals,5,Punter,1,"$3,020,000 ",1.93%
2016,Cincinnati Bengals,27,Center,2,"$1,314,114 ",0.84%
2016,Cincinnati Bengals,26,Right Tackle,1,"$1,090,000 ",0.70%
2016,Cincinnati Bengals,7,Fullback,1,"$978,334 ",0.63%
2016,Cincinnati Bengals,12,Long Snapper,1,"$950,000 ",0.61%
2016,Cincinnati Bengals,32,Kicker,1,"$134,117 ",0.09%
2016,Cleveland Browns,29,Defense,30,"$45,040,335 ",34.93%
2016,Cleveland Browns,32,Offense,32,"$43,567,891 ",33.79%
2016,Cleveland Browns,13,Secondary,11,"$25,829,211 ",20.03%
2016,Cleveland Browns,2,Cornerback,6,"$23,533,725 ",18.25%
2016,Cleveland Browns,19,Offensive Line,11,"$20,904,757 ",16.21%
2016,Cleveland Browns,14,Tackle,4,"$11,923,764 ",9.25%
2016,Cleveland Browns,23,Quarterback,4,"$11,209,878 ",8.69%
2016,Cleveland Browns,29,Defensive Line,10,"$10,647,832 ",8.26%
2016,Cleveland Browns,10,Left Tackle,1,"$9,500,000 ",7.37%
2016,Cleveland Browns,31,Linebacker,9,"$8,563,292 ",6.64%
2016,Cleveland Browns,13,Guard,5,"$8,275,120 ",6.42%
2016,Cleveland Browns,28,Wide Receiver,9,"$7,056,911 ",5.47%
2016,Cleveland Browns,24,Defensive End,5,"$6,704,262 ",5.20%
2016,Cleveland Browns,18,Inside Linebacker,4,"$5,571,458 ",4.32%
2016,Cleveland Browns,27,Defensive Tackle,5,"$3,943,570 ",3.06%
2016,Cleveland Browns,28,Tight End,3,"$3,587,732 ",2.78%
2016,Cleveland Browns,30,Outside Linebacker,5,"$2,991,834 ",2.32%
2016,Cleveland Browns,25,Running Back,7,"$2,914,737 ",2.26%
2016,Cleveland Browns,23,Special Teams,3,"$2,719,117 ",2.11%
2016,Cleveland Browns,31,Safety,5,"$2,295,486 ",1.78%
2016,Cleveland Browns,15,Punter,1,"$1,700,000 ",1.32%
2016,Cleveland Browns,28,Free Safety,2,"$1,014,705 ",0.79%
2016,Cleveland Browns,31,Center,2,"$705,873 ",0.55%
2016,Cleveland Browns,29,Strong Safety,1,"$653,002 ",0.51%
2016,Cleveland Browns,30,Long Snapper,1,"$525,000 ",0.41%
2016,Cleveland Browns,28,Kicker,1,"$494,117 ",0.38%
2016,Cleveland Browns,22,Fullback,1,"$317,640 ",0.25%
2016,Dallas Cowboys,1,Offense,27,"$83,200,291 ",54.47%
2016,Dallas Cowboys,21,Defense,33,"$59,684,678 ",39.08%
2016,Dallas Cowboys,9,Secondary,11,"$29,243,037 ",19.15%
2016,Dallas Cowboys,4,Quarterback,4,"$24,140,848 ",15.81%
2016,Dallas Cowboys,18,Offensive Line,9,"$20,972,307 ",13.73%
2016,Dallas Cowboys,6,Cornerback,7,"$20,850,431 ",13.65%
2016,Dallas Cowboys,9,Wide Receiver,6,"$19,718,201 ",12.91%
2016,Dallas Cowboys,15,Linebacker,12,"$17,991,273 ",11.78%
2016,Dallas Cowboys,11,Outside Linebacker,8,"$14,129,557 ",9.25%
2016,Dallas Cowboys,26,Defensive Line,10,"$12,450,368 ",8.15%
2016,Dallas Cowboys,10,Tackle,4,"$12,428,815 ",8.14%
2016,Dallas Cowboys,8,Tight End,4,"$9,490,386 ",6.21%
2016,Dallas Cowboys,7,Running Back,4,"$8,975,016 ",5.88%
2016,Dallas Cowboys,19,Safety,4,"$8,392,606 ",5.49%
2016,Dallas Cowboys,15,Left Tackle,1,"$6,800,000 ",4.45%
2016,Dallas Cowboys,17,Defensive Tackle,5,"$6,671,758 ",4.37%
2016,Dallas Cowboys,17,Guard,4,"$6,357,514 ",4.16%
2016,Dallas Cowboys,8,Special Teams,3,"$5,920,000 ",3.88%
2016,Dallas Cowboys,28,Defensive End,5,"$5,778,610 ",3.78%
2016,Dallas Cowboys,11,Right Tackle,2,"$4,932,348 ",3.23%
2016,Dallas Cowboys,12,Strong Safety,1,"$4,750,000 ",3.11%
2016,Dallas Cowboys,21,Inside Linebacker,4,"$3,861,716 ",2.53%
2016,Dallas Cowboys,7,Kicker,1,"$3,300,000 ",2.16%
2016,Dallas Cowboys,21,Free Safety,2,"$3,167,517 ",2.07%
2016,Dallas Cowboys,18,Center,1,"$2,185,978 ",1.43%
2016,Dallas Cowboys,18,Punter,1,"$1,450,000 ",0.95%
2016,Dallas Cowboys,4,Long Snapper,1,"$1,170,000 ",0.77%
2016,Dallas Cowboys,16,Fullback,1,"$600,000 ",0.39%
2016,Denver Broncos,1,Defense,28,"$77,437,223 ",52.60%
2016,Denver Broncos,31,Offense,30,"$52,898,890 ",35.93%
2016,Denver Broncos,3,Secondary,10,"$33,774,061 ",22.94%
2016,Denver Broncos,4,Linebacker,10,"$29,028,925 ",19.72%
2016,Denver Broncos,1,Wide Receiver,8,"$24,598,064 ",16.71%
2016,Denver Broncos,3,Outside Linebacker,7,"$23,263,775 ",15.80%
2016,Denver Broncos,3,Cornerback,7,"$22,898,972 ",15.55%
2016,Denver Broncos,23,Defensive Line,8,"$14,634,237 ",9.94%
2016,Denver Broncos,30,Offensive Line,10,"$14,038,146 ",9.54%
2016,Denver Broncos,14,Defensive End,5,"$11,479,410 ",7.80%
2016,Denver Broncos,14,Safety,3,"$10,875,089 ",7.39%
2016,Denver Broncos,20,Tackle,4,"$10,816,381 ",7.35%
2016,Denver Broncos,6,Left Tackle,3,"$10,074,081 ",6.84%
2016,Denver Broncos,9,Running Back,5,"$7,632,024 ",5.18%
2016,Denver Broncos,16,Inside Linebacker,3,"$5,765,150 ",3.92%
2016,Denver Broncos,9,Strong Safety,1,"$5,750,000 ",3.91%
2016,Denver Broncos,15,Free Safety,1,"$4,650,000 ",3.16%
2016,Denver Broncos,27,Tight End,4,"$3,912,841 ",2.66%
2016,Denver Broncos,29,Defensive Tackle,3,"$3,154,827 ",2.14%
2016,Denver Broncos,32,Quarterback,2,"$2,261,158 ",1.54%
2016,Denver Broncos,30,Special Teams,4,"$1,731,766 ",1.18%
2016,Denver Broncos,20,Center,3,"$1,650,000 ",1.12%
2016,Denver Broncos,31,Guard,3,"$1,571,765 ",1.07%
2016,Denver Broncos,27,Right Tackle,1,"$742,300 ",0.50%
2016,Denver Broncos,24,Long Snapper,2,"$661,764 ",0.45%
2016,Denver Broncos,22,Kicker,1,"$600,000 ",0.41%
2016,Denver Broncos,30,Punter,1,"$470,002 ",0.32%
2016,Denver Broncos,21,Fullback,1,"$456,657 ",0.31%
2016,Detroit Lions,16,Offense,30,"$66,607,990 ",44.49%
2016,Detroit Lions,26,Defense,30,"$51,033,850 ",34.09%
2016,Detroit Lions,6,Quarterback,3,"$23,338,820 ",15.59%
2016,Detroit Lions,24,Secondary,13,"$20,280,410 ",13.55%
2016,Detroit Lions,13,Wide Receiver,7,"$17,545,940 ",11.72%
2016,Detroit Lions,27,Offensive Line,10,"$17,531,329 ",11.71%
2016,Detroit Lions,19,Defensive Line,9,"$16,380,335 ",10.94%
2016,Detroit Lions,23,Linebacker,8,"$14,373,105 ",9.60%
2016,Detroit Lions,13,Outside Linebacker,5,"$12,404,609 ",8.29%
2016,Detroit Lions,12,Safety,5,"$11,685,266 ",7.80%
2016,Detroit Lions,19,Tackle,4,"$11,210,141 ",7.49%
2016,Detroit Lions,5,Free Safety,3,"$9,893,125 ",6.61%
2016,Detroit Lions,11,Defensive Tackle,7,"$9,713,750 ",6.49%
2016,Detroit Lions,11,Left Tackle,2,"$8,609,477 ",5.75%
2016,Detroit Lions,24,Cornerback,8,"$8,595,144 ",5.74%
2016,Detroit Lions,25,Defensive End,2,"$6,666,585 ",4.45%
2016,Detroit Lions,18,Tight End,5,"$5,710,554 ",3.81%
2016,Detroit Lions,11,Special Teams,4,"$5,428,164 ",3.63%
2016,Detroit Lions,22,Guard,4,"$4,914,965 ",3.28%
2016,Detroit Lions,22,Running Back,5,"$3,904,254 ",2.61%
2016,Detroit Lions,10,Kicker,1,"$3,175,000 ",2.12%
2016,Detroit Lions,29,Inside Linebacker,3,"$1,968,496 ",1.31%
2016,Detroit Lions,24,Center,2,"$1,406,223 ",0.94%
2016,Detroit Lions,19,Punter,1,"$1,215,075 ",0.81%
2016,Detroit Lions,26,Strong Safety,1,"$1,197,500 ",0.80%
2016,Detroit Lions,9,Long Snapper,2,"$1,038,089 ",0.69%
2016,Detroit Lions,29,Right Tackle,1,"$606,668 ",0.41%
2016,Detroit Lions,18,Fullback,1,"$571,089 ",0.38%
2016,Green Bay Packers,6,Defense,27,"$75,325,144 ",48.91%
2016,Green Bay Packers,15,Offense,26,"$69,099,614 ",44.87%
2016,Green Bay Packers,2,Linebacker,10,"$34,621,359 ",22.48%
2016,Green Bay Packers,1,Outside Linebacker,8,"$33,436,342 ",21.71%
2016,Green Bay Packers,11,Secondary,12,"$27,089,154 ",17.59%
2016,Green Bay Packers,16,Offensive Line,9,"$21,481,350 ",13.95%
2016,Green Bay Packers,13,Quarterback,3,"$19,910,318 ",12.93%
2016,Green Bay Packers,8,Wide Receiver,6,"$19,907,088 ",12.93%
2016,Green Bay Packers,20,Cornerback,6,"$14,444,210 ",9.38%
2016,Green Bay Packers,24,Defensive Line,5,"$13,614,631 ",8.84%
2016,Green Bay Packers,9,Safety,6,"$12,644,944 ",8.21%
2016,Green Bay Packers,11,Tackle,5,"$12,424,873 ",8.07%
2016,Green Bay Packers,13,Defensive End,4,"$11,912,514 ",7.74%
2016,Green Bay Packers,1,Strong Safety,3,"$9,470,807 ",6.15%
2016,Green Bay Packers,14,Guard,2,"$7,631,250 ",4.96%
2016,Green Bay Packers,7,Right Tackle,2,"$6,162,500 ",4.00%
2016,Green Bay Packers,19,Running Back,6,"$4,939,901 ",3.21%
2016,Green Bay Packers,23,Left Tackle,1,"$4,870,967 ",3.16%
2016,Green Bay Packers,20,Special Teams,3,"$3,525,000 ",2.29%
2016,Green Bay Packers,29,Tight End,2,"$3,489,004 ",2.27%
2016,Green Bay Packers,14,Kicker,1,"$2,400,000 ",1.56%
2016,Green Bay Packers,26,Free Safety,1,"$2,274,137 ",1.48%
2016,Green Bay Packers,31,Defensive Tackle,1,"$1,702,117 ",1.11%
2016,Green Bay Packers,21,Center,2,"$1,425,227 ",0.93%
2016,Green Bay Packers,31,Inside Linebacker,2,"$1,185,017 ",0.77%
2016,Green Bay Packers,10,Fullback,2,"$763,359 ",0.50%
2016,Green Bay Packers,25,Long Snapper,1,"$600,000 ",0.39%
2016,Green Bay Packers,27,Punter,1,"$525,000 ",0.34%
2016,Houston Texans,2,Defense,33,"$77,429,559 ",50.80%
2016,Houston Texans,22,Offense,30,"$62,432,224 ",40.96%
2016,Houston Texans,4,Offensive Line,12,"$31,218,337 ",20.48%
2016,Houston Texans,5,Linebacker,9,"$28,007,755 ",18.38%
2016,Houston Texans,14,Secondary,14,"$25,445,721 ",16.70%
2016,Houston Texans,8,Defensive Line,10,"$23,976,083 ",15.73%
2016,Houston Texans,10,Cornerback,6,"$19,939,514 ",13.08%
2016,Houston Texans,3,Tackle,5,"$18,637,029 ",12.23%
2016,Houston Texans,5,Defensive End,4,"$16,214,842 ",10.64%
2016,Houston Texans,19,Quarterback,3,"$14,412,646 ",9.46%
2016,Houston Texans,3,Inside Linebacker,5,"$14,012,301 ",9.19%
2016,Houston Texans,12,Outside Linebacker,4,"$13,995,454 ",9.18%
2016,Houston Texans,5,Left Tackle,3,"$10,387,029 ",6.82%
2016,Houston Texans,11,Guard,4,"$8,686,131 ",5.70%
2016,Houston Texans,3,Right Tackle,2,"$8,250,000 ",5.41%
2016,Houston Texans,8,Running Back,5,"$7,863,431 ",5.16%
2016,Houston Texans,15,Defensive Tackle,6,"$7,761,241 ",5.09%
2016,Houston Texans,30,Wide Receiver,6,"$6,310,978 ",4.14%
2016,Houston Texans,26,Safety,8,"$5,506,207 ",3.61%
2016,Houston Texans,13,Center,3,"$3,895,177 ",2.56%
2016,Houston Texans,19,Special Teams,4,"$3,805,000 ",2.50%
2016,Houston Texans,16,Strong Safety,3,"$2,613,947 ",1.72%
2016,Houston Texans,24,Free Safety,4,"$2,459,238 ",1.61%
2016,Houston Texans,32,Tight End,3,"$2,007,162 ",1.32%
2016,Houston Texans,13,Punter,1,"$1,800,000 ",1.18%
2016,Houston Texans,16,Kicker,2,"$1,130,000 ",0.74%
2016,Houston Texans,17,Long Snapper,1,"$875,000 ",0.57%
2016,Houston Texans,15,Fullback,1,"$619,670 ",0.41%
2016,Indianapolis Colts,12,Offense,26,"$70,639,564 ",46.33%
2016,Indianapolis Colts,25,Defense,34,"$56,190,758 ",36.85%
2016,Indianapolis Colts,9,Linebacker,12,"$24,024,894 ",15.76%
2016,Indianapolis Colts,20,Secondary,15,"$21,914,124 ",14.37%
2016,Indianapolis Colts,17,Offensive Line,13,"$21,088,167 ",13.83%
2016,Indianapolis Colts,14,Quarterback,2,"$19,900,000 ",13.05%
2016,Indianapolis Colts,7,Outside Linebacker,7,"$17,758,156 ",11.65%
2016,Indianapolis Colts,14,Cornerback,8,"$16,817,638 ",11.03%
2016,Indianapolis Colts,19,Wide Receiver,6,"$14,566,182 ",9.55%
2016,Indianapolis Colts,13,Tackle,6,"$12,026,210 ",7.89%
2016,Indianapolis Colts,4,Tight End,3,"$11,027,250 ",7.23%
2016,Indianapolis Colts,31,Defensive Line,7,"$10,251,740 ",6.72%
2016,Indianapolis Colts,7,Left Tackle,2,"$9,892,646 ",6.49%
2016,Indianapolis Colts,4,Special Teams,3,"$6,750,000 ",4.43%
2016,Indianapolis Colts,14,Inside Linebacker,5,"$6,266,738 ",4.11%
2016,Indianapolis Colts,19,Guard,4,"$6,093,782 ",4.00%
2016,Indianapolis Colts,16,Running Back,5,"$5,653,333 ",3.71%
2016,Indianapolis Colts,20,Defensive Tackle,5,"$5,308,821 ",3.48%
2016,Indianapolis Colts,27,Safety,7,"$5,096,486 ",3.34%
2016,Indianapolis Colts,29,Defensive End,2,"$4,942,919 ",3.24%
2016,Indianapolis Colts,8,Kicker,1,"$3,250,000 ",2.13%
2016,Indianapolis Colts,16,Center,3,"$2,968,175 ",1.95%
2016,Indianapolis Colts,8,Punter,1,"$2,700,000 ",1.77%
2016,Indianapolis Colts,20,Strong Safety,1,"$2,209,375 ",1.45%
2016,Indianapolis Colts,20,Long Snapper,1,"$800,000 ",0.52%
