Year,Team,Rank,Position,Players,Cap Dollars,% of Cap
2013,Jacksonville Jaguars,19,Defensive Line,12,"$13,723,223 ",11.39%
2013,Jacksonville Jaguars,18,Linebacker,7,"$13,640,293 ",11.32%
2013,Jacksonville Jaguars,9,Running Back,5,"$8,961,344 ",7.44%
2013,Jacksonville Jaguars,8,Inside Linebacker,2,"$8,905,833 ",7.39%
2013,Jacksonville Jaguars,19,Quarterback,3,"$8,347,587 ",6.93%
2013,Jacksonville Jaguars,12,Defensive Tackle,7,"$7,994,362 ",6.64%
2013,Jacksonville Jaguars,13,Guard,4,"$7,458,302 ",6.19%
2013,Jacksonville Jaguars,7,Tight End,4,"$7,160,882 ",5.94%
2013,Jacksonville Jaguars,29,Wide Receiver,10,"$6,806,787 ",5.65%
2013,Jacksonville Jaguars,32,Secondary,11,"$6,203,698 ",5.15%
2013,Jacksonville Jaguars,18,Defensive End,5,"$5,728,861 ",4.76%
2013,Jacksonville Jaguars,24,Outside Linebacker,5,"$4,734,460 ",3.93%
2013,Jacksonville Jaguars,26,Tackle,2,"$4,411,504 ",3.66%
2013,Jacksonville Jaguars,16,Left Tackle,1,"$3,854,836 ",3.20%
2013,Jacksonville Jaguars,7,Kicker,1,"$3,287,500 ",2.73%
2013,Jacksonville Jaguars,32,Cornerback,6,"$3,135,307 ",2.60%
2013,Jacksonville Jaguars,29,Safety,5,"$3,068,391 ",2.55%
2013,Jacksonville Jaguars,21,Center,5,"$2,470,391 ",2.05%
2013,Jacksonville Jaguars,16,Strong Safety,3,"$2,151,626 ",1.79%
2013,Jacksonville Jaguars,19,Punter,1,"$675,538 ",0.56%
2013,Jacksonville Jaguars,29,Right Tackle,1,"$556,668 ",0.46%
2013,Jacksonville Jaguars,23,Fullback,1,"$480,000 ",0.40%
2013,Jacksonville Jaguars,25,Free Safety,1,"$480,000 ",0.40%
2013,Jacksonville Jaguars,32,Long Snapper,1,"$405,833 ",0.34%
2013,Kansas City Chiefs,2,Defense,26,"$62,650,728 ",46.24%
2013,Kansas City Chiefs,22,Offense,31,"$49,729,046 ",36.70%
2013,Kansas City Chiefs,2,Secondary,10,"$26,348,303 ",19.45%
2013,Kansas City Chiefs,4,Linebacker,9,"$22,543,136 ",16.64%
2013,Kansas City Chiefs,12,Offensive Line,12,"$20,899,570 ",15.42%
2013,Kansas City Chiefs,4,Outside Linebacker,6,"$17,941,636 ",13.24%
2013,Kansas City Chiefs,5,Tackle,4,"$14,815,344 ",10.93%
2013,Kansas City Chiefs,1,Left Tackle,3,"$14,527,011 ",10.72%
2013,Kansas City Chiefs,18,Defensive Line,7,"$13,759,289 ",10.15%
2013,Kansas City Chiefs,2,Safety,6,"$13,593,303 ",10.03%
2013,Kansas City Chiefs,10,Cornerback,4,"$12,755,000 ",9.41%
2013,Kansas City Chiefs,1,Free Safety,4,"$12,483,303 ",9.21%
2013,Kansas City Chiefs,15,Quarterback,3,"$10,708,333 ",7.90%
2013,Kansas City Chiefs,14,Defensive End,4,"$10,641,267 ",7.85%
2013,Kansas City Chiefs,28,Wide Receiver,6,"$7,268,150 ",5.36%
2013,Kansas City Chiefs,13,Running Back,4,"$6,779,755 ",5.00%
2013,Kansas City Chiefs,23,Guard,7,"$5,128,017 ",3.78%
2013,Kansas City Chiefs,18,Inside Linebacker,3,"$4,601,500 ",3.40%
2013,Kansas City Chiefs,25,Tight End,5,"$3,518,238 ",2.60%
2013,Kansas City Chiefs,25,Defensive Tackle,3,"$3,118,022 ",2.30%
2013,Kansas City Chiefs,9,Punter,1,"$1,850,000 ",1.37%
2013,Kansas City Chiefs,15,Kicker,1,"$1,473,750 ",1.09%
2013,Kansas City Chiefs,25,Strong Safety,2,"$1,110,000 ",0.82%
2013,Kansas City Chiefs,32,Center,1,"$956,209 ",0.71%
2013,Kansas City Chiefs,24,Long Snapper,1,"$565,000 ",0.42%
2013,Kansas City Chiefs,21,Fullback,1,"$555,000 ",0.41%
2013,Kansas City Chiefs,30,Right Tackle,1,"$288,333 ",0.21%
2013,Los Angeles Rams,12,Defense,29,"$55,115,035 ",49.05%
2013,Los Angeles Rams,30,Offense,29,"$41,015,083 ",36.51%
2013,Los Angeles Rams,5,Defensive Line,8,"$27,791,938 ",24.74%
2013,Los Angeles Rams,4,Defensive End,6,"$20,297,821 ",18.07%
2013,Los Angeles Rams,20,Offensive Line,12,"$18,493,526 ",16.46%
2013,Los Angeles Rams,15,Secondary,14,"$18,316,589 ",16.30%
2013,Los Angeles Rams,11,Cornerback,8,"$12,722,978 ",11.32%
2013,Los Angeles Rams,28,Linebacker,7,"$9,006,508 ",8.02%
2013,Los Angeles Rams,24,Wide Receiver,7,"$8,725,373 ",7.77%
2013,Los Angeles Rams,14,Tackle,5,"$7,915,249 ",7.04%
2013,Los Angeles Rams,12,Guard,5,"$7,886,141 ",7.02%
2013,Los Angeles Rams,13,Defensive Tackle,2,"$7,494,117 ",6.67%
2013,Los Angeles Rams,19,Outside Linebacker,4,"$7,113,077 ",6.33%
2013,Los Angeles Rams,11,Tight End,4,"$6,007,127 ",5.35%
2013,Los Angeles Rams,25,Quarterback,3,"$5,859,205 ",5.21%
2013,Los Angeles Rams,4,Right Tackle,3,"$5,853,999 ",5.21%
2013,Los Angeles Rams,23,Safety,6,"$5,593,611 ",4.98%
2013,Los Angeles Rams,11,Free Safety,3,"$3,237,944 ",2.88%
2013,Los Angeles Rams,20,Center,2,"$2,692,136 ",2.40%
2013,Los Angeles Rams,15,Strong Safety,3,"$2,355,667 ",2.10%
2013,Los Angeles Rams,25,Left Tackle,2,"$2,061,250 ",1.83%
2013,Los Angeles Rams,32,Running Back,3,"$1,929,852 ",1.72%
2013,Los Angeles Rams,30,Inside Linebacker,3,"$1,893,431 ",1.69%
2013,Los Angeles Rams,12,Punter,1,"$1,645,000 ",1.46%
2013,Los Angeles Rams,4,Long Snapper,1,"$1,093,750 ",0.97%
2013,Los Angeles Rams,31,Kicker,1,"$441,140 ",0.39%
2013,Miami Dolphins,7,Offense,30,"$61,896,355 ",48.22%
2013,Miami Dolphins,7,Defense,28,"$59,227,725 ",46.14%
2013,Miami Dolphins,2,Defensive Line,9,"$35,975,494 ",28.03%
2013,Miami Dolphins,1,Defensive End,5,"$27,352,094 ",21.31%
2013,Miami Dolphins,13,Offensive Line,10,"$20,329,032 ",15.84%
2013,Miami Dolphins,1,Running Back,4,"$15,441,147 ",12.03%
2013,Miami Dolphins,19,Linebacker,8,"$13,088,356 ",10.20%
2013,Miami Dolphins,12,Outside Linebacker,5,"$11,130,682 ",8.67%
2013,Miami Dolphins,30,Secondary,11,"$10,163,875 ",7.92%
2013,Miami Dolphins,10,Tackle,4,"$9,920,965 ",7.73%
2013,Miami Dolphins,19,Wide Receiver,6,"$9,698,856 ",7.56%
2013,Miami Dolphins,17,Quarterback,4,"$9,123,684 ",7.11%
2013,Miami Dolphins,10,Defensive Tackle,4,"$8,623,400 ",6.72%
2013,Miami Dolphins,22,Safety,5,"$5,691,438 ",4.43%
2013,Miami Dolphins,20,Guard,4,"$5,538,067 ",4.31%
2013,Miami Dolphins,6,Right Tackle,3,"$5,427,647 ",4.23%
2013,Miami Dolphins,12,Center,2,"$4,870,000 ",3.79%
2013,Miami Dolphins,18,Tight End,4,"$4,582,244 ",3.57%
2013,Miami Dolphins,13,Left Tackle,1,"$4,493,318 ",3.50%
2013,Miami Dolphins,29,Cornerback,6,"$4,472,437 ",3.48%
2013,Miami Dolphins,12,Strong Safety,3,"$3,479,429 ",2.71%
2013,Miami Dolphins,3,Fullback,2,"$2,721,392 ",2.12%
2013,Miami Dolphins,29,Inside Linebacker,3,"$1,957,674 ",1.53%
2013,Miami Dolphins,17,Free Safety,1,"$1,622,397 ",1.26%
2013,Miami Dolphins,8,Long Snapper,1,"$1,050,000 ",0.82%
2013,Miami Dolphins,27,Kicker,1,"$509,483 ",0.40%
2013,Miami Dolphins,25,Punter,1,"$451,048 ",0.35%
2013,Minnesota Vikings,16,Offense,30,"$53,535,613 ",43.26%
2013,Minnesota Vikings,20,Defense,31,"$49,021,161 ",39.62%
2013,Minnesota Vikings,9,Offensive Line,11,"$22,529,989 ",18.21%
2013,Minnesota Vikings,11,Defensive Line,12,"$20,427,587 ",16.51%
2013,Minnesota Vikings,21,Secondary,11,"$15,934,790 ",12.88%
2013,Minnesota Vikings,4,Defensive Tackle,8,"$14,751,096 ",11.92%
2013,Minnesota Vikings,8,Quarterback,2,"$14,603,953 ",11.80%
2013,Minnesota Vikings,1,Guard,4,"$13,952,744 ",11.28%
2013,Minnesota Vikings,21,Linebacker,8,"$12,658,784 ",10.23%
2013,Minnesota Vikings,23,Wide Receiver,8,"$8,856,755 ",7.16%
2013,Minnesota Vikings,21,Cornerback,4,"$8,548,088 ",6.91%
2013,Minnesota Vikings,9,Inside Linebacker,5,"$8,361,898 ",6.76%
2013,Minnesota Vikings,16,Tackle,6,"$7,562,245 ",6.11%
2013,Minnesota Vikings,13,Safety,7,"$7,386,702 ",5.97%
2013,Minnesota Vikings,19,Defensive End,4,"$5,676,491 ",4.59%
2013,Minnesota Vikings,27,Outside Linebacker,3,"$4,296,886 ",3.47%
2013,Minnesota Vikings,22,Tight End,4,"$4,150,882 ",3.35%
2013,Minnesota Vikings,15,Left Tackle,3,"$3,966,912 ",3.21%
2013,Minnesota Vikings,11,Right Tackle,3,"$3,595,333 ",2.91%
2013,Minnesota Vikings,5,Kicker,1,"$3,400,000 ",2.75%
2013,Minnesota Vikings,9,Free Safety,3,"$3,307,813 ",2.67%
2013,Minnesota Vikings,25,Running Back,4,"$2,914,034 ",2.35%
2013,Minnesota Vikings,31,Center,1,"$1,015,000 ",0.82%
2013,Minnesota Vikings,25,Long Snapper,1,"$555,000 ",0.45%
2013,Minnesota Vikings,28,Strong Safety,1,"$538,400 ",0.44%
2013,Minnesota Vikings,25,Fullback,1,"$480,000 ",0.39%
2013,Minnesota Vikings,27,Punter,1,"$405,500 ",0.33%
2013,New England Patriots,9,Offense,27,"$61,097,394 ",49.25%
2013,New England Patriots,14,Defense,32,"$53,207,312 ",42.89%
2013,New England Patriots,5,Linebacker,10,"$22,400,832 ",18.06%
2013,New England Patriots,10,Secondary,13,"$21,608,953 ",17.42%
2013,New England Patriots,4,Quarterback,3,"$18,193,235 ",14.67%
2013,New England Patriots,21,Offensive Line,8,"$17,964,025 ",14.48%
2013,New England Patriots,9,Outside Linebacker,5,"$11,946,666 ",9.63%
2013,New England Patriots,14,Wide Receiver,7,"$11,679,433 ",9.41%
2013,New England Patriots,13,Cornerback,9,"$11,648,369 ",9.39%
2013,New England Patriots,4,Guard,3,"$11,446,666 ",9.23%
2013,New England Patriots,9,Safety,4,"$9,960,584 ",8.03%
2013,New England Patriots,6,Inside Linebacker,4,"$9,849,166 ",7.94%
2013,New England Patriots,26,Defensive Line,10,"$9,802,527 ",7.90%
2013,New England Patriots,7,Running Back,5,"$9,159,750 ",7.38%
2013,New England Patriots,20,Defensive End,6,"$5,437,137 ",4.38%
2013,New England Patriots,5,Strong Safety,2,"$5,373,584 ",4.33%
2013,New England Patriots,8,Free Safety,2,"$4,587,000 ",3.70%
2013,New England Patriots,25,Tackle,4,"$4,494,359 ",3.62%
2013,New England Patriots,19,Defensive Tackle,4,"$4,365,390 ",3.52%
2013,New England Patriots,24,Tight End,3,"$3,545,951 ",2.86%
2013,New England Patriots,15,Right Tackle,2,"$3,055,000 ",2.46%
2013,New England Patriots,25,Center,1,"$2,023,000 ",1.63%
2013,New England Patriots,8,Punter,1,"$1,950,000 ",1.57%
2013,New England Patriots,29,Left Tackle,2,"$1,439,359 ",1.16%
2013,New England Patriots,16,Long Snapper,1,"$760,000 ",0.61%
2013,New England Patriots,22,Fullback,1,"$555,000 ",0.45%
2013,New England Patriots,32,Kicker,1,"$65,294 ",0.05%
2013,New Orleans Saints,6,Offense,33,"$63,594,924 ",49.40%
2013,New Orleans Saints,16,Defense,30,"$52,442,464 ",40.74%
2013,New Orleans Saints,6,Offensive Line,12,"$24,220,897 ",18.81%
2013,New Orleans Saints,5,Secondary,12,"$23,913,981 ",18.58%
2013,New Orleans Saints,1,Quarterback,3,"$21,998,400 ",17.09%
2013,New Orleans Saints,13,Defensive Line,10,"$18,630,276 ",14.47%
2013,New Orleans Saints,7,Defensive End,5,"$15,265,479 ",11.86%
2013,New Orleans Saints,4,Safety,5,"$12,711,872 ",9.87%
2013,New Orleans Saints,1,Strong Safety,4,"$12,260,059 ",9.52%
2013,New Orleans Saints,2,Guard,7,"$12,242,074 ",9.51%
2013,New Orleans Saints,14,Cornerback,7,"$11,202,109 ",8.70%
2013,New Orleans Saints,26,Linebacker,8,"$9,898,207 ",7.69%
2013,New Orleans Saints,25,Wide Receiver,7,"$8,677,626 ",6.74%
2013,New Orleans Saints,12,Inside Linebacker,3,"$7,322,831 ",5.69%
2013,New Orleans Saints,19,Tackle,3,"$6,698,823 ",5.20%
2013,New Orleans Saints,9,Center,2,"$5,280,000 ",4.10%
2013,New Orleans Saints,21,Running Back,5,"$4,620,265 ",3.59%
2013,New Orleans Saints,17,Left Tackle,1,"$3,550,000 ",2.76%
2013,New Orleans Saints,24,Defensive Tackle,5,"$3,364,797 ",2.61%
2013,New Orleans Saints,13,Right Tackle,2,"$3,148,823 ",2.45%
2013,New Orleans Saints,26,Tight End,4,"$2,998,913 ",2.33%
2013,New Orleans Saints,32,Outside Linebacker,5,"$2,575,376 ",2.00%
2013,New Orleans Saints,10,Punter,1,"$1,825,000 ",1.42%
2013,New Orleans Saints,9,Fullback,2,"$1,078,823 ",0.84%
2013,New Orleans Saints,9,Long Snapper,1,"$1,049,000 ",0.81%
2013,New Orleans Saints,22,Kicker,1,"$620,000 ",0.48%
2013,New Orleans Saints,28,Free Safety,1,"$451,813 ",0.35%
2013,New York Giants,13,Offense,36,"$56,530,204 ",46.28%
2013,New York Giants,27,Defense,27,"$41,364,627 ",33.87%
2013,New York Giants,10,Offensive Line,10,"$21,528,632 ",17.63%
2013,New York Giants,12,Linebacker,9,"$19,368,929 ",15.86%
2013,New York Giants,18,Secondary,12,"$16,325,513 ",13.37%
2013,New York Giants,7,Quarterback,4,"$15,270,780 ",12.50%
2013,New York Giants,1,Inside Linebacker,4,"$14,951,823 ",12.24%
2013,New York Giants,8,Cornerback,8,"$13,777,400 ",11.28%
2013,New York Giants,11,Wide Receiver,9,"$12,561,933 ",10.28%
2013,New York Giants,1,Center,2,"$9,672,100 ",7.92%
2013,New York Giants,13,Tackle,3,"$8,354,438 ",6.84%
2013,New York Giants,11,Left Tackle,2,"$6,331,438 ",5.18%
2013,New York Giants,31,Defensive Line,6,"$5,670,185 ",4.64%
2013,New York Giants,26,Outside Linebacker,5,"$4,417,106 ",3.62%
2013,New York Giants,23,Running Back,7,"$4,154,534 ",3.40%
2013,New York Giants,24,Defensive End,3,"$3,925,352 ",3.21%
2013,New York Giants,28,Guard,5,"$3,502,094 ",2.87%
2013,New York Giants,27,Tight End,5,"$2,593,763 ",2.12%
2013,New York Giants,31,Safety,4,"$2,548,113 ",2.09%
2013,New York Giants,19,Right Tackle,1,"$2,023,000 ",1.66%
2013,New York Giants,31,Defensive Tackle,3,"$1,744,833 ",1.43%
2013,New York Giants,19,Long Snapper,1,"$695,000 ",0.57%
2013,New York Giants,23,Kicker,1,"$620,000 ",0.51%
2013,New York Giants,29,Strong Safety,1,"$506,055 ",0.41%
2013,New York Giants,26,Free Safety,1,"$480,000 ",0.39%
2013,New York Giants,27,Fullback,1,"$420,562 ",0.34%
2013,New York Giants,31,Punter,1,"$357,352 ",0.29%
2013,New York Jets,32,Offense,30,"$31,195,682 ",25.67%
2013,New York Jets,32,Defense,27,"$27,698,700 ",22.79%
2013,New York Jets,23,Secondary,11,"$13,440,874 ",11.06%
2013,New York Jets,3,Running Back,5,"$11,765,884 ",9.68%
2013,New York Jets,32,Offensive Line,11,"$10,275,023 ",8.45%
2013,New York Jets,31,Linebacker,8,"$7,688,981 ",6.33%
2013,New York Jets,17,Safety,4,"$6,752,294 ",5.56%
2013,New York Jets,25,Cornerback,7,"$6,688,580 ",5.50%
2013,New York Jets,28,Defensive Line,8,"$6,568,845 ",5.40%
2013,New York Jets,4,Strong Safety,2,"$5,672,000 ",4.67%
2013,New York Jets,1,Kicker,1,"$4,960,000 ",4.08%
2013,New York Jets,32,Wide Receiver,8,"$4,784,602 ",3.94%
2013,New York Jets,27,Tackle,5,"$4,293,541 ",3.53%
2013,New York Jets,20,Inside Linebacker,5,"$4,272,731 ",3.52%
2013,New York Jets,23,Defensive End,4,"$3,930,939 ",3.23%
2013,New York Jets,27,Guard,3,"$3,651,519 ",3.00%
2013,New York Jets,29,Outside Linebacker,3,"$3,416,250 ",2.81%
2013,New York Jets,27,Defensive Tackle,4,"$2,637,906 ",2.17%
2013,New York Jets,22,Left Tackle,2,"$2,461,750 ",2.03%
2013,New York Jets,5,Fullback,2,"$2,337,485 ",1.92%
2013,New York Jets,22,Center,3,"$2,329,963 ",1.92%
2013,New York Jets,20,Right Tackle,3,"$1,831,791 ",1.51%
2013,New York Jets,32,Tight End,3,"$1,627,688 ",1.34%
2013,New York Jets,3,Long Snapper,1,"$1,125,833 ",0.93%
2013,New York Jets,28,Punter,1,"$405,333 ",0.33%
2013,New York Jets,32,Quarterback,1,"$405,000 ",0.33%
2013,Oakland Raiders,1,Offense,27,"$73,924,180 ",58.20%
2013,Oakland Raiders,30,Defense,28,"$38,451,480 ",30.27%
2013,Oakland Raiders,4,Offensive Line,9,"$25,606,906 ",20.16%
2013,Oakland Raiders,11,Linebacker,9,"$19,600,317 ",15.43%
2013,Oakland Raiders,2,Wide Receiver,8,"$19,199,989 ",15.12%
2013,Oakland Raiders,3,Tackle,4,"$15,940,855 ",12.55%
2013,Oakland Raiders,10,Quarterback,3,"$13,405,137 ",10.55%
2013,Oakland Raiders,26,Secondary,11,"$12,952,896 ",10.20%
2013,Oakland Raiders,5,Left Tackle,1,"$11,084,000 ",8.73%
2013,Oakland Raiders,5,Inside Linebacker,6,"$9,992,817 ",7.87%
2013,Oakland Raiders,15,Outside Linebacker,3,"$9,607,500 ",7.56%
2013,Oakland Raiders,10,Guard,3,"$8,606,666 ",6.78%
2013,Oakland Raiders,16,Safety,6,"$6,920,158 ",5.45%
2013,Oakland Raiders,15,Running Back,4,"$6,188,112 ",4.87%
2013,Oakland Raiders,26,Cornerback,5,"$6,032,738 ",4.75%
2013,Oakland Raiders,30,Defensive Line,8,"$5,898,267 ",4.64%
2013,Oakland Raiders,14,Tight End,2,"$5,509,036 ",4.34%
2013,Oakland Raiders,9,Right Tackle,3,"$4,856,855 ",3.82%
2013,Oakland Raiders,7,Strong Safety,4,"$4,512,316 ",3.55%
2013,Oakland Raiders,1,Fullback,1,"$4,015,000 ",3.16%
2013,Oakland Raiders,26,Defensive End,6,"$2,994,699 ",2.36%
2013,Oakland Raiders,26,Defensive Tackle,2,"$2,903,568 ",2.29%
2013,Oakland Raiders,13,Free Safety,2,"$2,407,842 ",1.90%
2013,Oakland Raiders,30,Center,2,"$1,059,385 ",0.83%
2013,Oakland Raiders,11,Long Snapper,1,"$1,040,000 ",0.82%
2013,Oakland Raiders,20,Kicker,1,"$660,027 ",0.52%
2013,Oakland Raiders,20,Punter,1,"$620,000 ",0.49%
2013,Philadelphia Eagles,4,Defense,29,"$60,642,167 ",48.34%
2013,Philadelphia Eagles,20,Offense,33,"$50,851,983 ",40.53%
2013,Philadelphia Eagles,3,Secondary,11,"$25,466,758 ",20.30%
2013,Philadelphia Eagles,6,Linebacker,11,"$21,979,115 ",17.52%
2013,Philadelphia Eagles,1,Safety,6,"$16,599,513 ",13.23%
2013,Philadelphia Eagles,6,Quarterback,3,"$15,393,138 ",12.27%
2013,Philadelphia Eagles,20,Defensive Line,8,"$13,261,588 ",10.57%
2013,Philadelphia Eagles,8,Outside Linebacker,4,"$12,353,518 ",9.85%
2013,Philadelphia Eagles,30,Offensive Line,14,"$12,023,886 ",9.58%
2013,Philadelphia Eagles,16,Wide Receiver,6,"$11,197,844 ",8.93%
2013,Philadelphia Eagles,12,Defensive End,5,"$10,768,255 ",8.58%
2013,Philadelphia Eagles,7,Inside Linebacker,6,"$9,560,303 ",7.62%
2013,Philadelphia Eagles,4,Tight End,5,"$9,207,474 ",7.34%
2013,Philadelphia Eagles,20,Cornerback,5,"$8,867,245 ",7.07%
2013,Philadelphia Eagles,25,Guard,6,"$4,756,679 ",3.79%
2013,Philadelphia Eagles,29,Tackle,5,"$3,946,097 ",3.15%
2013,Philadelphia Eagles,19,Center,3,"$3,321,110 ",2.65%
2013,Philadelphia Eagles,20,Left Tackle,4,"$3,065,893 ",2.44%
2013,Philadelphia Eagles,27,Running Back,4,"$2,549,641 ",2.03%
2013,Philadelphia Eagles,28,Defensive Tackle,3,"$2,493,333 ",1.99%
2013,Philadelphia Eagles,13,Kicker,1,"$1,762,500 ",1.40%
2013,Philadelphia Eagles,24,Strong Safety,2,"$1,111,229 ",0.89%
2013,Philadelphia Eagles,28,Right Tackle,1,"$880,204 ",0.70%
2013,Philadelphia Eagles,23,Long Snapper,1,"$620,000 ",0.49%
2013,Philadelphia Eagles,24,Free Safety,1,"$481,667 ",0.38%
2013,Philadelphia Eagles,24,Fullback,1,"$480,000 ",0.38%
2013,Philadelphia Eagles,32,Punter,1,"$293,824 ",0.23%
2013,Pittsburgh Steelers,8,Offense,29,"$61,434,380 ",51.00%
2013,Pittsburgh Steelers,28,Defense,31,"$40,836,615 ",33.90%
2013,Pittsburgh Steelers,13,Linebacker,12,"$18,315,167 ",15.21%
2013,Pittsburgh Steelers,22,Offensive Line,11,"$17,603,168 ",14.61%
2013,Pittsburgh Steelers,19,Secondary,12,"$16,280,023 ",13.52%
2013,Pittsburgh Steelers,5,Quarterback,3,"$15,996,516 ",13.28%
2013,Pittsburgh Steelers,6,Outside Linebacker,7,"$13,834,592 ",11.49%
2013,Pittsburgh Steelers,5,Safety,5,"$11,490,435 ",9.54%
2013,Pittsburgh Steelers,17,Wide Receiver,7,"$10,926,398 ",9.07%
2013,Pittsburgh Steelers,6,Guard,7,"$10,557,286 ",8.76%
2013,Pittsburgh Steelers,2,Free Safety,2,"$9,356,500 ",7.77%
2013,Pittsburgh Steelers,5,Tight End,4,"$8,795,715 ",7.30%
2013,Pittsburgh Steelers,29,Defensive Line,7,"$6,241,425 ",5.18%
2013,Pittsburgh Steelers,19,Running Back,3,"$5,029,250 ",4.18%
2013,Pittsburgh Steelers,11,Center,2,"$5,025,000 ",4.17%
2013,Pittsburgh Steelers,28,Cornerback,7,"$4,789,588 ",3.98%
2013,Pittsburgh Steelers,19,Inside Linebacker,5,"$4,480,575 ",3.72%
2013,Pittsburgh Steelers,2,Punter,1,"$3,785,000 ",3.14%
2013,Pittsburgh Steelers,20,Defensive Tackle,4,"$3,593,596 ",2.98%
2013,Pittsburgh Steelers,2,Fullback,1,"$3,083,333 ",2.56%
2013,Pittsburgh Steelers,28,Defensive End,3,"$2,647,829 ",2.20%
2013,Pittsburgh Steelers,26,Left Tackle,2,"$2,020,882 ",1.68%
2013,Pittsburgh Steelers,32,Tackle,2,"$2,020,882 ",1.68%
2013,Pittsburgh Steelers,21,Strong Safety,2,"$1,485,466 ",1.23%
2013,Pittsburgh Steelers,16,Kicker,1,"$1,125,000 ",0.93%
2013,Pittsburgh Steelers,18,Long Snapper,1,"$742,500 ",0.62%
2013,San Diego Chargers,14,Offense,30,"$56,353,814 ",46.07%
2013,San Diego Chargers,13,Defense,29,"$53,274,906 ",43.55%
2013,San Diego Chargers,6,Secondary,11,"$23,507,693 ",19.22%
2013,San Diego Chargers,14,Linebacker,9,"$17,612,219 ",14.40%
2013,San Diego Chargers,24,Offensive Line,10,"$17,468,346 ",14.28%
2013,San Diego Chargers,4,Wide Receiver,7,"$16,945,181 ",13.85%
2013,San Diego Chargers,9,Cornerback,6,"$12,810,739 ",10.47%
2013,San Diego Chargers,23,Defensive Line,9,"$12,154,994 ",9.94%
2013,San Diego Chargers,11,Outside Linebacker,5,"$11,207,989 ",9.16%
2013,San Diego Chargers,6,Safety,5,"$10,696,954 ",8.74%
2013,San Diego Chargers,3,Tight End,4,"$10,043,077 ",8.21%
2013,San Diego Chargers,8,Running Back,5,"$9,009,396 ",7.37%
2013,San Diego Chargers,16,Defensive End,7,"$8,704,676 ",7.12%
2013,San Diego Chargers,17,Tackle,3,"$7,336,332 ",6.00%
2013,San Diego Chargers,2,Strong Safety,2,"$6,716,666 ",5.49%
2013,San Diego Chargers,15,Inside Linebacker,4,"$6,404,230 ",5.24%
2013,San Diego Chargers,17,Guard,5,"$6,370,271 ",5.21%
2013,San Diego Chargers,10,Right Tackle,2,"$4,536,332 ",3.71%
2013,San Diego Chargers,1,Punter,1,"$4,075,000 ",3.33%
2013,San Diego Chargers,18,Center,2,"$3,761,743 ",3.08%
2013,San Diego Chargers,22,Defensive Tackle,2,"$3,450,318 ",2.82%
2013,San Diego Chargers,21,Left Tackle,1,"$2,800,000 ",2.29%
2013,San Diego Chargers,11,Kicker,1,"$2,350,000 ",1.92%
2013,San Diego Chargers,29,Quarterback,2,"$2,027,535 ",1.66%
2013,San Diego Chargers,19,Free Safety,1,"$1,541,955 ",1.26%
2013,San Diego Chargers,16,Fullback,2,"$860,279 ",0.70%
2013,San Diego Chargers,31,Long Snapper,1,"$406,666 ",0.33%
2013,San Francisco 49ers,2,Offense,29,"$69,955,028 ",52.40%
2013,San Francisco 49ers,17,Defense,32,"$52,250,718 ",39.14%
2013,San Francisco 49ers,3,Defensive Line,11,"$32,214,342 ",24.13%
2013,San Francisco 49ers,1,Offensive Line,10,"$27,955,261 ",20.94%
2013,San Francisco 49ers,2,Defensive End,6,"$24,934,603 ",18.68%
2013,San Francisco 49ers,1,Tackle,4,"$18,081,474 ",13.54%
2013,San Francisco 49ers,5,Wide Receiver,7,"$16,831,421 ",12.61%
2013,San Francisco 49ers,3,Left Tackle,2,"$12,915,000 ",9.67%
2013,San Francisco 49ers,1,Tight End,4,"$12,778,786 ",9.57%
2013,San Francisco 49ers,28,Secondary,12,"$12,254,161 ",9.18%
2013,San Francisco 49ers,5,Running Back,4,"$10,137,005 ",7.59%
2013,San Francisco 49ers,11,Safety,6,"$9,040,432 ",6.77%
2013,San Francisco 49ers,30,Linebacker,9,"$7,782,215 ",5.83%
2013,San Francisco 49ers,14,Defensive Tackle,5,"$7,279,739 ",5.45%
2013,San Francisco 49ers,5,Center,2,"$6,555,000 ",4.91%
2013,San Francisco 49ers,7,Right Tackle,2,"$5,166,474 ",3.87%
2013,San Francisco 49ers,7,Free Safety,4,"$4,602,030 ",3.45%
2013,San Francisco 49ers,25,Outside Linebacker,6,"$4,570,028 ",3.42%
2013,San Francisco 49ers,8,Strong Safety,2,"$4,438,402 ",3.32%
2013,San Francisco 49ers,30,Guard,4,"$3,318,787 ",2.49%
2013,San Francisco 49ers,31,Cornerback,6,"$3,213,729 ",2.41%
2013,San Francisco 49ers,27,Inside Linebacker,3,"$3,212,187 ",2.41%
2013,San Francisco 49ers,30,Quarterback,2,"$1,521,085 ",1.14%
2013,San Francisco 49ers,14,Punter,1,"$1,405,000 ",1.05%
2013,San Francisco 49ers,15,Long Snapper,1,"$767,500 ",0.57%
2013,San Francisco 49ers,18,Fullback,2,"$731,470 ",0.55%
2013,San Francisco 49ers,24,Kicker,1,"$620,000 ",0.46%
2013,Seattle Seahawks,5,Defense,27,"$60,455,515 ",48.64%
2013,Seattle Seahawks,25,Offense,30,"$47,023,714 ",37.84%
2013,Seattle Seahawks,6,Defensive Line,9,"$23,371,465 ",18.81%
2013,Seattle Seahawks,11,Secondary,11,"$20,849,529 ",16.78%
2013,Seattle Seahawks,5,Defensive End,6,"$19,995,375 ",16.09%
